Index,Date_first_measurements_taken,Specimen_ID,Taxon,Tip_label,Added?,Sources_for_phylogenetic_placement,MajorClade,Subclade,Subgroup1,Subgroup2,Neonate?,Specimen_type,Morphosource_ark,Flipper_status,Ecotype1,Ecotype2,Ecotype3,Ecotype_references,IUCN_cat,IUCN_source,fore_type,hind_type,f_subtype,h_subtype,Limb_type_references,Skull present?,Limb Articulated?,Photographable?,TO PHOTOGRAPH?,Photo credit,First_occurrence (mya),last_occurrence (mya),Citation for occurrences,Notes on occurrences,Limb_region_measurement_method,Length_units,Included_unguals?,Humerus,Radius,Ulna,EFZL,Hand,f_AZR,f_SZR,f_ASR,f_AnAR,Femur,Tibia,Foot,h_AZR,h_SZR,h_ASR,h_AnAR,Limb_region_measurement_notes,Acropod_LM_measurement_method,mD_Antmost,mD_Postmost,mD_Longest,mD_Symmetry_index1,mD_Symmetry_index2,pD_Antmost,pD_Postmost,pD_Longest,pD_Symmetry_index1,pD_Symmetry_index2,mD3_up_Height,mD3_up_TopLength,mD3_up_BottomLength,mD3_up_FI1,mD3_up_FI2,mD3_up_FI3,pD3_up_Height,pD3_up_TopLength,pD3_up_BottomLength,pD3_up_FI1,pD3_up_FI2,pD3_up_FI3,Ungual_measurement_notes,mD3_proxp_Length,mD3_proxp_ProxWidth,mD3_proxp_DistWidth,mD3_proxp_Length/DistWidth,mD3_proxp_WidthRatios,pD3_proxp_Length,pD3_proxp_ProxWidth,pD3_proxp_DistWidth,pD3_proxp_Length/DistWidth,pD3_proxp_WidthRatios,proxp_measurement_notes
r-p102,10/24/23,UPI_R_163,Eonatator_sternbergi,Eonatator_sternbergi__UPI_R_163,Yes,"Bardet and Superbiola 2001 [Bardet N, Superbiola XP (2001). The basal mosasaurid Halisaurus sternbergii from the Late Cretaceous of Kansas (North America): a review of the Uppsala type specimen. Earth and Planetary Sciences 332: 395–402.]; Bardet et al. 2005 [Bardet N, Suberbiola XP, Larochene M, Bouya B, Amaghzaz M (2005). A new species of Halisaurus from the Late Cretaceous phosphates of Morocco, and the phylogenetical relationships of the Halisaurinae (Squamata : Mosasauridae).. Zoological Journal of the Linnean Society 143: 447–472.]",Pan-Reptilia,Lepidosauromorpha,Anguimorpha,Mosasauria,No,"Fossil, original",NA,Ambiguous,Data Deficient,data deficient,predominantly marine,"Eonatator was recovered from a marine deposit, and its phylogenetic placement and derived limb morphology both suggest a predominantly marine lifestyle, though the precise aquatic affinities of this species remain unclear (see Bardet and Superbiola 2001 [Bardet N, Superbiola XP (2001). The basal mosasaurid Halisaurus sternbergii from the Late Cretaceous of Kansas (North America): a review of the Uppsala type specimen. Earth and Planetary Sciences 332: 395–402.]; Bardet et al. 2005 [Bardet N, Suberbiola XP, Larochene M, Bouya B, Amaghzaz M (2005). A new species of Halisaurus from the Late Cretaceous phosphates of Morocco, and the phylogenetical relationships of the Halisaurinae (Squamata : Mosasauridae). Zoological Journal of the Linnean Society 143: 447–472.]; Páramo-Fonseca et al. 2013 [https://api.semanticscholar.org/CorpusID:126661218]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Michael Caldwell,85.8,70.6,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=202570&is_real_user=1),NA,ImageJ,pixels,No,994,534,763,648.5,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,118,103,4.57,0.87,NA,NA,NA,NA,NA,NA
r-p103,10/24/23,PVSJ_512,Eoraptor_lunensis,Eoraptor_lunensis__PVSJ_512,Yes,Sereno et al. 1993 [https://doi.org/10.1038/361064a0]and Sues et al. 2011 [https://doi.org/10.1098/rspb.2011.0410] place Eoraptor near base of theropoda; Apaldetti et al. 2021 [https://doi.org/10.1038/s41598-021-01120-w] places Eoraptor near base of Sauropodomorpha. We place it here in a polytomy at the base of Saurischia.,Pan-Reptilia,Archosauromorpha,Dinosauria,Theropoda,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,predominantly terrestrial,"Eoraptor was recovered from a nonmarine deposit among other presumably terrestrial fauna, and nothing in its skeleton obviously indicates aquatic habits (Sereno et al. 1993 [https://doi.org/10.1038/361064a0]). However, a Transiently Aquatic lifestyle cannot be fully ruled out, so the precise ecotype of this taxon remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Cecilia Apaldetti (National University of San Juan),237,228,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=57454&is_real_user=1),NA,ImageJ,mm,No,77,55,58,56.5,45,0.8,1.36,0.58,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,4.7,6.2,2,1.32,NA,NA,NA,NA,NA,NA
r-p104,10/24/23,SAMK_2758,Galesphyrus_capensis,Galesphyrus_capensis__SAMK_2758,Yes,Bickelmann et al. 2009 [https://doi.org/10.1139/E09-038],Pan-Reptilia,Stem reptiles,NA,NA,No,"Fossil, original",NA,Ambiguous,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Galesphyrus obviously suggests aquatic habits, but we cannot rule out a Transiently Aquatic lifestyle and thus consider its ecotype ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,No,Yes,Yes,Done,Jacques Gauthier,259.9,254.17,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=157604&is_real_user=1),NA,ImageJ,mm,No,19,16,15,15.5,NA,NA,1.23,NA,NA,29,22,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p105,10/24/23,HUJ_PAL_EJ_696,Haasiasaurus_gittelmani,Haasiasaurus_gittelmani__HUJ_PAL_EJ_696,Yes,"Polcyn et al. 2003 [https://doi.org/10.1671/0272-4634(2003)023[0476:HGNANG]2.0.CO;2]; Polcyn and Bell 2005 [https://doi.org/10.1017/S0016774600021107]; Campbell et al. 2019 [https://doi.org/10.3389/feart.2019.00245]: The phylogenetic position of Haasiasaurus is unclear, so we placed it in a polytomy at the base of Mosasauria.",Pan-Reptilia,Lepidosauromorpha,Anguimorpha,Mosasauria,No,"Fossil, original",NA,Ambiguous,Data Deficient,data deficient,data deficient,"We were not able to access the original description of Haasiasaurus, so we assumed nothing about its aquatic affinity and left its ecotype ambiguous.",NA,NA (fossil taxon: not Recent),NA,NA,NA,NA,NA,No,Mostly,Yes,Done,Michael Caldwell,99.6,93.5,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=83817&is_real_user=1),NA,ImageJ,mm,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Measurements were originally taken on ImageJ, but then removed, as individual photos of the arm and leg bones would be required to avoid parallax.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No keratinous sheaths present on the unguals measured.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p106,10/24/23,MPC_D_102_109,Halszkaraptor_escuilliei,Halszkaraptor_escuilliei__MPC_D_102_109,Yes,Cau et al. 2017 [https://doi.org/10.1038/nature24679],Pan-Reptilia,Archosauromorpha,Dinosauria,Theropoda,No,"Fossil, original",NA,Ambiguous,Data Deficient,data deficient,data deficient,"Cau et al. 2017 [https://doi.org/10.1038/nature24679] used histological and morphological features to argue for an amphibious (or, under our binning procedure, ""Moderately Aquatic"") ecology for this taxon. Brownstein 2019 [https://doi.org/10.1038/s41598-019-52867-2] challenged many of the inferences in Cau et al. 2017 [https://doi.org/10.1038/nature24679], but many of these counterpoints were rebutted by Cau 2020 [https://doi.org/10.7717/peerj.8672]. This discourse suggests that the ecology of Halszkaraptor remains contentious, and we score it accordingly. ",NA,NA (fossil taxon: not Recent),NA,NA,NA,NA,NA,Yes,Yes,Yes,Done,Andrea Cau,83.6,72.1,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=364104&is_real_user=1),NA,ImageJ,mm,No,NA,39.3,39,39.2,51,1.3,NA,NA,NA,74,91,NA,NA,0.81,NA,NA,"Forelimb measurements not feasible to take from photographs since impressions were too faint, so I took these measurements from Cau et al. 2017, Supplementary Table 1. As a result, they are not strictly equivalent to the measurements I took above, which is worth noting, and this forelimb data point may be removed as needed. Hindlimb measurements were taken normally from the image on ImageJ.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,15,12,3.06,2.45,0.8,No keratinous sheaths present on the unguals measured.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Only visible in lateral view
r-p107,10/24/23,SMNS_59705,Henodus_chelyops,Henodus_chelyops__SMNS_59705,Yes,De Miguel Chaves et al. 2018a [https://doi.org/10.1002/spp2.1218]; De Miguel Chaves et al. 2018b [http://dx.doi.org/10.1098/rsbl.2018.0130]; Sues 2019 [Sues H-D (2019). The Rise of Reptiles: 320 Million Years of Evolution. John Hopkins University Press: Baltimore. 385 pp.],Pan-Reptilia,Euryapsida,Sauropterygiformes,Placodontia,No,"Fossil, original",NA,Ambiguous,Data Deficient,data deficient,predominantly freshwater,"Henodus is unique among placodonts in hailing from freshwater sediments; like other placodonts, its highly derived anatomy (ill-suited for walking on land), presence in aquatic sediments, and bone mass increase (via osteosclerosis) all suggest an aquatic lifestyle (de Miguel Chaves et al. 2018b [http://dx.doi.org/10.1098/rsbl.2018.0130]; Klein et al. 2015 [https://doi.org/10.1163/18759866-08401005]). However, it remains unclear whether they were moderately, highly, or fully aquatic, so their ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Erin Maxwell (SMNS),237,228,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=255021&is_real_user=1),NA,ImageJ,mm,No,NA,49,44,46.5,NA,NA,NA,NA,NA,96,66,NA,NA,1.45,NA,NA,"Proximal-most exposed point of femur was not quite the true proximal-most point, as some of the proximal epiphysis was obscured by the pelvic girdle. As a result, this measurement was likely a slight underestimate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p108,10/24/23,BSP_1922_I15,Ardeosaurus_brevipes,Ardeosaurus_brevipes__BSP_1922_I15,Yes,Simões et al. 2017 [https://doi.org/10.1111/zoj.12487]; Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898]: Placed in polytomy at base of Lepidosauromorpha given uncertainty in interrelations of most basal pan-lepidosaurs.,Pan-Reptilia,Lepidosauromorpha,NA,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Ardeosaurus strongly suggests aquatic habits, but we cannot rule out a transiently aquatic lifestyle, so its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Jacques Gauthier,155,150,Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3] (Supplementary Table S2),NA,ImageJ,arbitrary units,No,4.1,2.7,2.8,2.75,NA,NA,1.49,NA,NA,6,3.6,NA,NA,1.67,NA,NA,Some parallax apparent for tibia.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p109,10/24/23,BSP_1908_I76,Kallimodon_pulchellus,Kallimodon_pulchellus__BSP_1908_I76,Yes,Simões et al. 2017 [https://doi.org/10.1111/zoj.12487]; Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898],Pan-Reptilia,Lepidosauromorpha,Rhynchocephalia,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Kallimodon strongly suggests aquatic habits, but we cannot rule out a transiently or moderately aquatic lifestyle, so its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Jacques Gauthier,155,150,Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3] (Supplementary Table S2),NA,ImageJ,pixels,No,1740,1213,1338,1275.5,1495,1.17,1.36,0.86,1.05,NA,NA,NA,NA,NA,NA,NA,Longest digit appeared to be mD3 but impression made it difficult to measure,ImageJ,758,871,1537,0.87,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p110,10/24/23,BSP_1937_I_ab,Homeosaurus_sp,Homeosaurus_sp__BSP_1937_I_ab,Yes,"Simões et al. 2017 [https://doi.org/10.1111/zoj.12487]; Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898]: Placed in polytomy with other Homeosaurus species and Kallimodon, given uncertainty in current taxonomic designation.",Pan-Reptilia,Lepidosauromorpha,Rhynchocephalia,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Homeosaurus strongly suggests aquatic habits, but we cannot rule out a transiently or moderately aquatic lifestyle, so its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Jacques Gauthier,155.7,145,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=92232&is_real_user=1),Used occurrences for all Homeosaurus species listed on The Paleobiology Database,ImageJ,pixels,No,1100,890,903,896.5,874,0.97,1.23,0.79,0.91,NA,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p111,10/24/23,JME_SHA_200,Juravenator_starki,Juravenator_starki__JME_SHA_200,Yes,Göhlich and Chiappe 2006 [https://doi.org/10.1038/nature04579]; Butler and Upchurch 2007 [https://doi.org/10.1671/0272-4634(2007)27[253:HITATP]2.0.CO;2]; Bell and Hendrickx 2021 [https://doi.org/10.1111/pala.12517]; Pol and Goloboff 2020 [http://hdl.handle.net/11336/170477],Pan-Reptilia,Archosauromorpha,Dinosauria,Theropoda,No (but it is a juvenile),"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Juravenator strongly suggests aquatic habits. However, Juravenator was recovered from a lagoonal/shallow subtidal palaeoenvironment (Bell and Hendrickx 2021 [https://doi.org/10.1111/pala.12517]), in association with fish remains (Arratia and Schultze 2012 [https://doi.org/10.1002/mmng.201200001]), has a tooth morphology reminiscent of some other opportunistically piscivorous coelurosaurs (Bell and Hendrickx 2021 [https://doi.org/10.1111/pala.12517]), and has unique ornamental scales on its tail that are reminiscent of integumentary sense organs useful for detecting prey in the water (Bell and Hendrickx 2021 [https://doi.org/10.1111/pala.12517]). As a result, Bell and Hendrickx (2020 [https://doi. org/10.1016/j.cub.2020.08.066.], 2021 [https://doi.org/10.1111/pala.12517]) proposed a ""semi-aquatic opportunist"" lifestyle in which Juravenator hunted by ""submerging
its tail (and other body regions with integumentary sense organs) to acquire sensory information"" about ""aquatic prey on the lagoon margins and other water bodies on
the Solnhofen reef archipelago"" (Bell and Hendrickx 2021 [https://doi.org/10.1111/pala.12517]). Given this ambiguity, transiently and moderately aquatic habits remain plausible but unverified, and the ecotype of this species remains unclear.",NA,NA (fossil taxon: not Recent),NA,NA,NA,NA,NA,Yes,Yes,Yes,Done,Christina Ifrim (JME),155.7,150.8,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=72321&is_real_user=1),NA,ImageJ,pixels,No,387,269,275,272,413,1.52,1.42,1.07,1.33,764,801,830,1.04,0.95,1.09,1.06,"pD3 partially obscured in different places on each foot by overlying digits in slab, so pD3 measurement was averaged from both feet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,144,77,1.71,0.92,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Only visible in lateral view
r-p112,10/24/23,BSP_1887_VI1,Kallimodon_pulchellus,Kallimodon_pulchellus__BSP_1887_VI1,Yes,Simões et al. 2017 [https://doi.org/10.1111/zoj.12487]; Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3]; Simões et al. 2022 [https://doi.org/10.1126/sciadv.abq1898],Pan-Reptilia,Lepidosauromorpha,Rhynchocephalia,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Kallimodon strongly suggests aquatic habits, but we cannot rule out a transiently or moderately aquatic lifestyle, so its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Jacques Gauthier,155,150,Simões et al. 2018 [https://doi.org/10.1038/s41586-018-0093-3] (Supplementary Table S2),NA,ImageJ,mm,No,15,9.8,10.3,10.1,12.5,1.24,1.49,0.83,1.07,21,17,21.5,1.26,1.24,1.02,1.13,Longest digits were mD3 and pD4. mD3 length averaged between hands.,ImageJ,7.5,4.9,12.5,1.53,2.02,11,12,26,0.92,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not sufficiently exposed to reliably measure dimensions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not sufficiently exposed to reliably measure dimensions
r-p113,10/24/23,SMF_R4941,Keichuosaurus_hui,Keichuosaurus_hui__SMF_R4941,Yes,Placement and interrelationships of ‘nothosauroids’ and ‘pachypleurosaurs’ varied among our different supertrees (see Methods and Supplementary Text). These differing placements and interrelationships were synthesized from the following sources: Sander 1989 [https://doi.org/10.1098/rstb.1989.0103]; Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633]; Hinz et al. 2019 [https://doi.org/10.1080/02724634.2019.1585364]; Lin et al. 2021 [https://doi.org/10.1080/02724634.2021.1901730]; Xu et al. 2022 [https://doi.org/10.1038/s41598-022-11309-2]; Xu et al. 2023 [https://doi.org/10.1038/s41598-022-24930-y].,Pan-Reptilia,Euryapsida,Sauropterygiformes,Pachypleurosaurs,No,"Fossil, original?",NA,Ambiguous,Data Deficient,small or slow-moving water bodies,predominantly marine,"Although viviparity (which permits a Fully Aquatic lifestyle in many modern amniotes) has been demonstrated in at least one species of pachypleurosaurs (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]), and suggested in some species of nothosauroids (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]), these eosauropterygians retain jointed limbs that may have been able to amble onto land for short periods—it remains unclear to what degree (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]). As a result, while they were clearly adapted to spend much of their time in the water, we cannot resolve whether they were Moderately, Highly, or Fully/Near-Fully Aquatic. Pachypleurosaurs and nothosaurs are thought to have lived in shallow near-shore environments (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Lena Kraus (SMF),242,235,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=172025&is_real_user=1),NA,ImageJ,mm,No,19,9.2,8.2,8.7,NA,NA,2.18,NA,NA,18,6.1,13,2.13,2.95,0.72,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p114,10/24/23,SMF_R4944,Keichuosaurus_hui,Keichuosaurus_hui__SMF_R4944,Yes,Placement and interrelationships of ‘nothosauroids’ and ‘pachypleurosaurs’ varied among our different supertrees (see Methods and Supplementary Text). These differing placements and interrelationships were synthesized from the following sources: Sander 1989 [https://doi.org/10.1098/rstb.1989.0103]; Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633]; Hinz et al. 2019 [https://doi.org/10.1080/02724634.2019.1585364]; Lin et al. 2021 [https://doi.org/10.1080/02724634.2021.1901730]; Xu et al. 2022 [https://doi.org/10.1038/s41598-022-11309-2]; Xu et al. 2023 [https://doi.org/10.1038/s41598-022-24930-y].,Pan-Reptilia,Euryapsida,Sauropterygiformes,Pachypleurosaurs,Not sure (it is either a neonate or a young juvenile),"Fossil, original?",NA,Ambiguous,Data Deficient,small or slow-moving water bodies,predominantly marine,"Although viviparity (which permits a Fully Aquatic lifestyle in many modern amniotes) has been demonstrated in at least one species of pachypleurosaurs (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]), and suggested in some species of nothosauroids (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]), these eosauropterygians retain jointed limbs that may have been able to amble onto land for short periods—it remains unclear to what degree (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]). As a result, while they were clearly adapted to spend much of their time in the water, we cannot resolve whether they were Moderately, Highly, or Fully/Near-Fully Aquatic. Pachypleurosaurs and nothosaurs are thought to have lived in shallow near-shore environments (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Lena Kraus (SMF),242,235,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=172025&is_real_user=1),NA,ImageJ,mm,No,5.5,2.5,2.2,2.35,4.5,1.91,2.34,0.82,1.32,6,1.8,4.4,2.44,3.33,0.73,1.13,"Longest digits were mD2 and pD4, but penultimate phalanx of pD4 may have been cut off so I refrained from measuring it.",ImageJ,2.4,2.3,4,1.04,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
r-p115,10/24/23,UNIMORE_47415,Keichuosaurus_hui,Keichuosaurus_hui__UNIMORE_47415,Yes,Placement and interrelationships of ‘nothosauroids’ and ‘pachypleurosaurs’ varied among our different supertrees (see Methods and Supplementary Text). These differing placements and interrelationships were synthesized from the following sources: Sander 1989 [https://doi.org/10.1098/rstb.1989.0103]; Neenan et al. 2013 [https://doi.org/10.1038/ncomms2633]; Hinz et al. 2019 [https://doi.org/10.1080/02724634.2019.1585364]; Lin et al. 2021 [https://doi.org/10.1080/02724634.2021.1901730]; Xu et al. 2022 [https://doi.org/10.1038/s41598-022-11309-2]; Xu et al. 2023 [https://doi.org/10.1038/s41598-022-24930-y].,Pan-Reptilia,Euryapsida,Sauropterygiformes,Pachypleurosaurs,No,"Fossil, original?",NA,Ambiguous,Data Deficient,small or slow-moving water bodies,predominantly marine,"Although viviparity (which permits a Fully Aquatic lifestyle in many modern amniotes) has been demonstrated in at least one species of pachypleurosaurs (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]), and suggested in some species of nothosauroids (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]), these eosauropterygians retain jointed limbs that may have been able to amble onto land for short periods—it remains unclear to what degree (Renesto et al. 2003 [https://doi.org/10.1671/1840-21]; Griebeler and Klein 2019 [https://doi.org/10.1111/pala.12425]). As a result, while they were clearly adapted to spend much of their time in the water, we cannot resolve whether they were Moderately, Highly, or Fully/Near-Fully Aquatic. Pachypleurosaurs and nothosaurs are thought to have lived in shallow near-shore environments (Cheng et al. 2004 [https://doi.org/10.1038/nature03050]).",NA,NA (fossil taxon: not Recent),"Unclear, aquat.","Unclear, aquat.","Unclear, aquat.","Unclear, aquat.",NA,Yes,Yes,Yes,Done,Giovanni Serafini (UNIMORE),242,235,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=172025&is_real_user=1),NA,ImageJ,mm,No,25,13,11,12,NA,NA,2.08,NA,NA,21,7.3,13,1.78,2.88,0.62,0.92,Manus too crushed and jumbled to reliably measure. Some digits of pes too obscured to measure planform dimensions. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not sufficiently exposed to reliably measure dimensions,NA,NA,NA,NA,NA,3.9,1.3,1.5,2.6,1.15,NA
r-p116,10/24/23,IVPP_V12641,Liushusaurus_acanthocaudata,Liushusaurus_acanthocaudata__IVPP_V12641,Yes,"Previous researchers have placed Liushusaurus on the stem of Scleroglossa (Evans and Wang 2010 [https://doi.org/10.1080/14772010903537773]; Evans and Wang 2012 [https://doi.org/10.1016/j.cretres.2011.10.004]). For the molecular topology, I place it in a polytomy at the base of Squamata branching off after Megachirella.",Pan-Reptilia,Lepidosauromorpha,NA,NA,No,"Fossil, original",NA,Non-flippered,Data Deficient,data deficient,data deficient,"Nothing in the skeleton of Kallimodon strongly suggests aquatic habits. Rather, it likely lived on land where it spent most of its time scaling rough surfaces (Evans and Wang 2010 [https://doi.org/10.1080/14772010903537773]). However, we cannot rule out a transiently aquatic lifestyle, so its ecotype remains ambiguous.",NA,NA (fossil taxon: not Recent),"Unclear, terr.","Unclear, terr.","Unclear, terr.","Unclear, terr.",NA,Yes,Yes,Yes,Done,Jacques Gauthier,130,122.46,The Paleobiology Database (https://paleobiodb.org/classic/checkTaxonInfo?taxon_no=197009&is_real_user=1),NA,ImageJ,pixels,No,119,81,75,78,NA,NA,1.53,NA,NA,165,106,169,1.59,1.56,1.02,1.25,Manus too jumbled to reliably measure mD3.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not sufficiently exposed to reliably measure dimensions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
